User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,XXXXXXXXXXXX,2020-09-03T22:54:14Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",edefb5c7-6b5f-41d6-ba1a-c28c7f230eaf,ff91f05e-87ce-4638-ac90-5ce56cf57716,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:53:19Z,iam.amazonaws.com,CreateGroup,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::719114773975:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPA2O3UUUXL45F6233YO""}]",4818a22e-7d7d-4396-b406-847745f1ca63,73976671-c357-44b4-a82c-d94cd5e69447,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:53:19Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",a98027c8-8f91-4b41-a7b2-56c360376714,c2376d03-6ddf-41e7-bd8f-95ae8f0f33de,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:53:19Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4d97072d-7bc6-4d8d-a009-fb30bbc90054,ca2e3e50-0dae-49d8-a970-f32abe886d55,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:50:30Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,[],6667f9bd-0f7e-4891-8a9c-3ca646d6f40a,2b363209-d524-4a84-8fcd-064889c9b38a,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:45:18Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,[],3858a37a-7f33-4402-a7cb-2d50eb552729,f6293a54-5ba4-430a-adb4-bfdbd8d4f29f,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:38:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,45.47.206.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,[],,d2fbf33c-01ef-4221-a5fc-cd79a98f67a9,,AwsConsoleSignIn,7.19115E+11,
udacity,XXXXXXXXXXXX,2020-09-03T22:32:44Z,signin.amazonaws.com,ConsoleLogin,us-east-1,45.47.206.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,[],,dabbaf35-8ca8-4b78-8736-400664a50860,,AwsConsoleSignIn,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:32:33Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity""}]",54f35fe9-5854-423c-a8cc-e8d89222e049,09a7bfd0-aa97-4450-94ad-a747b3ad2b7c,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:32:32Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",58a7b4d4-202f-4791-b798-5dcaba39ea81,a7e6b817-f111-4627-ae41-92437932996d,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:32:31Z,iam.amazonaws.com,CreateUser,us-east-1,45.47.206.52,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::719114773975:user/udacity""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""udacity""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDA2O3UUUXLUWZSKCW6C""}]",77e45bef-5347-495d-8a1f-c666cb93350c,64fe9855-c469-4c68-8491-800d717d3e1d,,AwsApiCall,7.19115E+11,
root,XXXXXXXXXXXX,2020-09-03T22:31:22Z,signin.amazonaws.com,ConsoleLogin,us-east-1,45.47.206.52,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,[],,04ec072f-a062-43ea-9c69-0f7172ed3431,,AwsConsoleSignIn,7.19115E+11,
